'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:01.886',0.405,-1.509,-1.914,0.552,1.159,-1.712,0.158,-0.313,-0.202,0.123,0.643,0.566,0.335,-1.141,-0.131
'0:01.887',0.407,-1.507,-1.914,0.55,1.161,-1.71,0.159,-0.312,-0.202,0.123,0.643,0.564,0.334,-1.139,-0.132
'0:01.888',0.406,-1.51,-1.915,0.551,1.161,-1.712,0.161,-0.312,-0.202,0.123,0.642,0.563,0.332,-1.139,-0.131
'0:01.889',0.41,-1.509,-1.919,0.549,1.165,-1.714,0.161,-0.314,-0.202,0.123,0.642,0.564,0.333,-1.136,-0.132
'0:01.890',0.409,-1.51,-1.919,0.549,1.164,-1.714,0.161,-0.313,-0.203,0.122,0.641,0.566,0.333,-1.136,-0.131
'0:01.891',0.409,-1.512,-1.921,0.551,1.165,-1.716,0.163,-0.311,-0.202,0.123,0.641,0.567,0.334,-1.141,-0.132
'0:01.892',0.409,-1.512,-1.921,0.551,1.165,-1.716,0.162,-0.311,-0.201,0.125,0.642,0.566,0.334,-1.141,-0.132
'0:01.893',0.404,-1.516,-1.919,0.555,1.162,-1.717,0.163,-0.31,-0.202,0.124,0.643,0.566,0.333,-1.142,-0.132
'0:01.894',0.404,-1.516,-1.921,0.556,1.163,-1.718,0.162,-0.311,-0.202,0.124,0.644,0.567,0.334,-1.144,-0.131
'0:01.895',0.405,-1.517,-1.922,0.556,1.163,-1.719,0.161,-0.311,-0.202,0.124,0.644,0.568,0.337,-1.141,-0.132
'0:01.896',0.403,-1.52,-1.923,0.558,1.163,-1.722,0.163,-0.312,-0.203,0.122,0.643,0.567,0.336,-1.141,-0.131
'0:01.897',0.405,-1.518,-1.923,0.556,1.164,-1.72,0.159,-0.314,-0.204,0.121,0.642,0.564,0.336,-1.145,-0.13
'0:01.898',0.404,-1.518,-1.922,0.557,1.163,-1.72,0.159,-0.314,-0.204,0.121,0.642,0.562,0.335,-1.144,-0.129
'0:01.899',0.4,-1.519,-1.918,0.559,1.159,-1.718,0.16,-0.315,-0.204,0.122,0.644,0.565,0.335,-1.14,-0.129
'0:01.900',0.4,-1.517,-1.917,0.558,1.158,-1.717,0.159,-0.315,-0.204,0.122,0.645,0.566,0.337,-1.141,-0.129
'0:01.901',0.4,-1.518,-1.917,0.559,1.159,-1.718,0.158,-0.314,-0.203,0.123,0.647,0.567,0.338,-1.143,-0.13
'0:01.902',0.402,-1.518,-1.919,0.557,1.161,-1.718,0.157,-0.315,-0.203,0.126,0.647,0.567,0.339,-1.142,-0.131
'0:01.903',0.404,-1.518,-1.922,0.557,1.163,-1.72,0.157,-0.315,-0.204,0.124,0.646,0.566,0.338,-1.143,-0.13
'0:01.904',0.399,-1.521,-1.92,0.561,1.159,-1.72,0.157,-0.316,-0.206,0.123,0.645,0.564,0.336,-1.145,-0.13
'0:01.905',0.395,-1.522,-1.917,0.563,1.156,-1.719,0.158,-0.318,-0.207,0.124,0.646,0.564,0.335,-1.145,-0.131
'0:01.906',0.398,-1.522,-1.919,0.561,1.159,-1.72,0.157,-0.318,-0.207,0.123,0.644,0.565,0.337,-1.144,-0.129
'0:01.907',0.401,-1.522,-1.921,0.56,1.161,-1.721,0.155,-0.319,-0.207,0.123,0.646,0.565,0.337,-1.145,-0.129
'0:01.908',0.4,-1.522,-1.921,0.56,1.16,-1.721,0.155,-0.318,-0.208,0.125,0.65,0.566,0.338,-1.145,-0.131
'0:01.909',0.404,-1.521,-1.925,0.558,1.165,-1.722,0.155,-0.319,-0.208,0.126,0.65,0.568,0.339,-1.143,-0.131
'0:01.910',0.408,-1.523,-1.931,0.557,1.169,-1.726,0.154,-0.321,-0.209,0.124,0.649,0.569,0.34,-1.145,-0.131
'0:01.911',0.406,-1.524,-1.93,0.559,1.167,-1.727,0.154,-0.321,-0.21,0.123,0.649,0.569,0.339,-1.145,-0.131
'0:01.912',0.403,-1.526,-1.928,0.561,1.165,-1.726,0.154,-0.321,-0.209,0.123,0.651,0.571,0.34,-1.145,-0.129
'0:01.913',0.401,-1.53,-1.93,0.564,1.165,-1.73,0.153,-0.322,-0.212,0.122,0.65,0.571,0.34,-1.147,-0.129
'0:01.914',0.402,-1.531,-1.932,0.565,1.167,-1.731,0.154,-0.323,-0.213,0.122,0.649,0.57,0.34,-1.145,-0.129
'0:01.915',0.402,-1.53,-1.931,0.564,1.167,-1.73,0.153,-0.323,-0.213,0.122,0.651,0.571,0.341,-1.142,-0.129
'0:01.916',0.405,-1.529,-1.934,0.562,1.169,-1.731,0.151,-0.325,-0.215,0.122,0.649,0.571,0.34,-1.144,-0.129
'0:01.917',0.406,-1.53,-1.936,0.562,1.171,-1.733,0.152,-0.326,-0.216,0.121,0.648,0.569,0.337,-1.145,-0.128
'0:01.918',0.399,-1.536,-1.935,0.568,1.167,-1.735,0.152,-0.328,-0.216,0.12,0.647,0.567,0.334,-1.149,-0.127
'0:01.919',0.396,-1.542,-1.937,0.573,1.166,-1.739,0.15,-0.328,-0.218,0.119,0.647,0.568,0.334,-1.153,-0.127
'0:01.920',0.398,-1.54,-1.938,0.571,1.168,-1.739,0.151,-0.328,-0.219,0.119,0.648,0.567,0.333,-1.153,-0.128
'0:01.921',0.402,-1.538,-1.94,0.568,1.171,-1.739,0.15,-0.329,-0.221,0.117,0.647,0.565,0.332,-1.149,-0.127
'0:01.922',0.398,-1.541,-1.939,0.572,1.169,-1.74,0.15,-0.33,-0.22,0.116,0.648,0.566,0.331,-1.15,-0.127
'0:01.923',0.396,-1.542,-1.938,0.573,1.167,-1.74,0.151,-0.33,-0.221,0.115,0.649,0.567,0.331,-1.154,-0.126
'0:01.924',0.399,-1.544,-1.942,0.572,1.171,-1.742,0.151,-0.331,-0.221,0.115,0.65,0.571,0.333,-1.155,-0.124
'0:01.925',0.398,-1.544,-1.942,0.573,1.17,-1.742,0.152,-0.33,-0.22,0.114,0.65,0.57,0.332,-1.155,-0.124
'0:01.926',0.399,-1.543,-1.942,0.572,1.171,-1.742,0.151,-0.33,-0.222,0.112,0.65,0.569,0.331,-1.156,-0.123
'0:01.927',0.4,-1.546,-1.944,0.573,1.173,-1.745,0.151,-0.333,-0.222,0.112,0.65,0.568,0.331,-1.158,-0.123
'0:01.928',0.397,-1.548,-1.945,0.575,1.171,-1.746,0.15,-0.334,-0.224,0.11,0.646,0.567,0.33,-1.161,-0.122
'0:01.929',0.395,-1.55,-1.944,0.577,1.17,-1.746,0.149,-0.335,-0.226,0.107,0.644,0.567,0.329,-1.163,-0.121
'0:01.930',0.392,-1.551,-1.943,0.579,1.167,-1.746,0.15,-0.336,-0.226,0.106,0.643,0.566,0.327,-1.161,-0.122
'0:01.931',0.394,-1.549,-1.943,0.578,1.169,-1.746,0.152,-0.335,-0.225,0.107,0.643,0.566,0.327,-1.16,-0.121
'0:01.932',0.397,-1.547,-1.944,0.575,1.171,-1.745,0.151,-0.336,-0.226,0.106,0.643,0.565,0.328,-1.161,-0.121
'0:01.933',0.397,-1.548,-1.944,0.575,1.171,-1.746,0.15,-0.339,-0.23,0.104,0.642,0.564,0.329,-1.164,-0.12
'0:01.934',0.398,-1.55,-1.946,0.576,1.172,-1.748,0.15,-0.339,-0.23,0.104,0.64,0.565,0.329,-1.165,-0.119
'0:01.935',0.394,-1.552,-1.945,0.579,1.169,-1.748,0.15,-0.339,-0.231,0.102,0.639,0.563,0.327,-1.165,-0.119
'0:01.936',0.392,-1.552,-1.944,0.58,1.168,-1.748,0.149,-0.341,-0.231,0.102,0.638,0.563,0.326,-1.163,-0.12
'0:01.937',0.392,-1.552,-1.944,0.581,1.168,-1.748,0.15,-0.341,-0.233,0.101,0.639,0.562,0.325,-1.162,-0.12
'0:01.938',0.393,-1.55,-1.943,0.579,1.168,-1.746,0.148,-0.343,-0.234,0.1,0.64,0.561,0.323,-1.161,-0.12
'0:01.939',0.395,-1.549,-1.944,0.577,1.169,-1.746,0.145,-0.346,-0.237,0.098,0.638,0.559,0.322,-1.161,-0.119
'0:01.940',0.394,-1.55,-1.943,0.578,1.168,-1.746,0.144,-0.348,-0.239,0.095,0.632,0.555,0.321,-1.163,-0.117
'0:01.941',0.392,-1.55,-1.942,0.579,1.167,-1.746,0.146,-0.346,-0.237,0.096,0.631,0.554,0.319,-1.163,-0.117
'0:01.942',0.392,-1.55,-1.942,0.58,1.167,-1.746,0.146,-0.346,-0.237,0.098,0.631,0.553,0.318,-1.161,-0.117
'0:01.943',0.393,-1.554,-1.946,0.58,1.17,-1.75,0.145,-0.347,-0.238,0.096,0.63,0.553,0.318,-1.164,-0.116
'0:01.944',0.392,-1.556,-1.948,0.582,1.17,-1.752,0.146,-0.347,-0.238,0.093,0.629,0.554,0.318,-1.167,-0.115
'0:01.945',0.39,-1.558,-1.947,0.584,1.169,-1.752,0.147,-0.347,-0.239,0.094,0.627,0.553,0.317,-1.166,-0.114
'0:01.946',0.389,-1.558,-1.946,0.584,1.167,-1.752,0.145,-0.349,-0.24,0.092,0.627,0.553,0.316,-1.166,-0.114
'0:01.947',0.388,-1.557,-1.946,0.584,1.167,-1.751,0.144,-0.351,-0.243,0.092,0.628,0.555,0.317,-1.165,-0.113
'0:01.948',0.387,-1.56,-1.948,0.586,1.167,-1.754,0.144,-0.352,-0.245,0.091,0.628,0.555,0.316,-1.165,-0.113
'0:01.949',0.386,-1.562,-1.948,0.588,1.167,-1.755,0.145,-0.352,-0.244,0.09,0.629,0.557,0.316,-1.167,-0.112
'0:01.950',0.387,-1.562,-1.949,0.588,1.168,-1.756,0.146,-0.352,-0.243,0.092,0.632,0.559,0.318,-1.169,-0.113
'0:01.951',0.387,-1.565,-1.952,0.589,1.169,-1.758,0.147,-0.351,-0.244,0.092,0.633,0.559,0.318,-1.171,-0.114
'0:01.952',0.389,-1.567,-1.954,0.589,1.171,-1.76,0.146,-0.351,-0.244,0.094,0.634,0.561,0.319,-1.171,-0.113
'0:01.953',0.386,-1.569,-1.954,0.591,1.171,-1.762,0.146,-0.353,-0.245,0.093,0.635,0.559,0.318,-1.173,-0.114
'0:01.954',0.387,-1.571,-1.958,0.592,1.172,-1.764,0.146,-0.354,-0.246,0.091,0.636,0.559,0.318,-1.175,-0.113
'0:01.955',0.389,-1.567,-1.957,0.589,1.173,-1.762,0.146,-0.355,-0.247,0.091,0.638,0.562,0.32,-1.173,-0.112
'0:01.956',0.386,-1.569,-1.955,0.592,1.171,-1.762,0.148,-0.355,-0.248,0.091,0.641,0.563,0.32,-1.174,-0.112
'0:01.957',0.383,-1.572,-1.956,0.595,1.169,-1.764,0.148,-0.355,-0.247,0.092,0.641,0.565,0.321,-1.176,-0.112
'0:01.958',0.381,-1.574,-1.956,0.597,1.168,-1.764,0.147,-0.355,-0.248,0.09,0.64,0.565,0.321,-1.175,-0.113
'0:01.959',0.386,-1.574,-1.96,0.594,1.173,-1.767,0.146,-0.357,-0.249,0.089,0.639,0.564,0.32,-1.175,-0.111
'0:01.960',0.387,-1.576,-1.962,0.595,1.175,-1.769,0.145,-0.357,-0.249,0.087,0.639,0.565,0.321,-1.177,-0.111
'0:01.961',0.382,-1.581,-1.962,0.599,1.172,-1.771,0.146,-0.356,-0.249,0.087,0.639,0.567,0.321,-1.179,-0.11
'0:01.962',0.381,-1.582,-1.962,0.601,1.171,-1.772,0.145,-0.358,-0.249,0.088,0.64,0.57,0.322,-1.179,-0.11
'0:01.963',0.382,-1.583,-1.964,0.601,1.173,-1.773,0.145,-0.358,-0.25,0.089,0.64,0.571,0.323,-1.181,-0.11
'0:01.964',0.384,-1.581,-1.966,0.599,1.175,-1.774,0.145,-0.358,-0.251,0.09,0.64,0.574,0.324,-1.183,-0.11
'0:01.965',0.384,-1.581,-1.965,0.598,1.174,-1.772,0.145,-0.357,-0.251,0.092,0.641,0.574,0.324,-1.182,-0.108
'0:01.966',0.385,-1.581,-1.966,0.598,1.175,-1.773,0.146,-0.359,-0.252,0.09,0.638,0.571,0.322,-1.181,-0.106
'0:01.967',0.384,-1.582,-1.966,0.599,1.175,-1.774,0.146,-0.36,-0.253,0.087,0.635,0.569,0.321,-1.182,-0.106
'0:01.968',0.38,-1.584,-1.964,0.602,1.172,-1.774,0.147,-0.36,-0.254,0.087,0.633,0.57,0.319,-1.183,-0.106
'0:01.969',0.38,-1.583,-1.964,0.602,1.172,-1.774,0.147,-0.361,-0.255,0.086,0.634,0.57,0.319,-1.183,-0.106
'0:01.970',0.383,-1.583,-1.966,0.6,1.175,-1.774,0.146,-0.362,-0.256,0.085,0.635,0.57,0.321,-1.183,-0.106
'0:01.971',0.384,-1.581,-1.965,0.599,1.175,-1.773,0.145,-0.363,-0.257,0.083,0.634,0.569,0.32,-1.181,-0.104
'0:01.972',0.386,-1.581,-1.966,0.598,1.175,-1.773,0.143,-0.364,-0.258,0.082,0.634,0.57,0.322,-1.183,-0.104
'0:01.973',0.385,-1.582,-1.966,0.599,1.175,-1.774,0.143,-0.364,-0.258,0.082,0.634,0.57,0.321,-1.185,-0.104
'0:01.974',0.381,-1.583,-1.964,0.601,1.173,-1.774,0.144,-0.365,-0.258,0.083,0.635,0.57,0.32,-1.183,-0.104
'0:01.975',0.381,-1.583,-1.964,0.601,1.173,-1.772,0.143,-0.365,-0.258,0.083,0.635,0.57,0.32,-1.18,-0.104
'0:01.976',0.382,-1.581,-1.962,0.599,1.172,-1.771,0.142,-0.365,-0.258,0.081,0.634,0.571,0.321,-1.178,-0.105
'0:01.977',0.386,-1.58,-1.966,0.597,1.175,-1.772,0.141,-0.367,-0.261,0.08,0.634,0.57,0.322,-1.178,-0.103
'0:01.978',0.389,-1.581,-1.968,0.596,1.179,-1.774,0.141,-0.367,-0.261,0.078,0.633,0.569,0.322,-1.179,-0.102
'0:01.979',0.385,-1.583,-1.968,0.599,1.176,-1.776,0.142,-0.365,-0.26,0.077,0.632,0.569,0.322,-1.18,-0.103
'0:01.980',0.383,-1.587,-1.97,0.602,1.177,-1.778,0.144,-0.366,-0.261,0.076,0.631,0.568,0.321,-1.181,-0.102
'0:01.981',0.386,-1.585,-1.97,0.6,1.177,-1.778,0.142,-0.368,-0.262,0.075,0.63,0.568,0.321,-1.182,-0.102
'0:01.982',0.387,-1.584,-1.97,0.599,1.179,-1.777,0.142,-0.367,-0.261,0.076,0.631,0.57,0.322,-1.181,-0.102
'0:01.983',0.385,-1.585,-1.97,0.601,1.177,-1.778,0.143,-0.366,-0.261,0.076,0.631,0.57,0.322,-1.181,-0.103
'0:01.984',0.381,-1.589,-1.969,0.604,1.175,-1.778,0.142,-0.369,-0.265,0.075,0.628,0.567,0.32,-1.183,-0.102
'0:01.985',0.38,-1.59,-1.97,0.605,1.175,-1.78,0.142,-0.37,-0.265,0.075,0.629,0.567,0.32,-1.182,-0.101
'0:01.986',0.378,-1.591,-1.968,0.607,1.173,-1.779,0.143,-0.368,-0.264,0.076,0.629,0.567,0.319,-1.181,-0.101
'0:01.987',0.377,-1.59,-1.967,0.607,1.172,-1.778,0.143,-0.37,-0.265,0.075,0.627,0.565,0.316,-1.181,-0.1
'0:01.988',0.38,-1.588,-1.968,0.604,1.174,-1.778,0.142,-0.37,-0.265,0.074,0.628,0.564,0.316,-1.183,-0.1
'0:01.989',0.383,-1.586,-1.97,0.602,1.177,-1.778,0.143,-0.367,-0.263,0.077,0.629,0.566,0.318,-1.183,-0.1
'0:01.990',0.383,-1.586,-1.97,0.601,1.177,-1.778,0.145,-0.368,-0.263,0.079,0.63,0.566,0.318,-1.184,-0.101
'0:01.991',0.381,-1.591,-1.971,0.605,1.176,-1.78,0.144,-0.369,-0.264,0.078,0.629,0.563,0.316,-1.186,-0.101
'0:01.992',0.379,-1.591,-1.97,0.606,1.175,-1.78,0.144,-0.369,-0.264,0.077,0.629,0.562,0.315,-1.185,-0.101
'0:01.993',0.378,-1.591,-1.968,0.606,1.173,-1.78,0.144,-0.369,-0.265,0.076,0.629,0.561,0.314,-1.184,-0.102
'0:01.994',0.378,-1.594,-1.972,0.608,1.175,-1.782,0.142,-0.37,-0.266,0.075,0.628,0.561,0.315,-1.188,-0.101
'0:01.995',0.38,-1.593,-1.972,0.606,1.176,-1.782,0.142,-0.37,-0.265,0.074,0.627,0.56,0.315,-1.188,-0.1
'0:01.996',0.381,-1.592,-1.973,0.605,1.177,-1.782,0.144,-0.37,-0.266,0.074,0.625,0.558,0.313,-1.187,-0.1
'0:01.997',0.379,-1.59,-1.969,0.606,1.174,-1.78,0.145,-0.369,-0.264,0.077,0.628,0.565,0.315,-1.184,-0.1
'0:01.998',0.376,-1.589,-1.965,0.607,1.171,-1.777,0.145,-0.367,-0.264,0.079,0.631,0.569,0.316,-1.183,-0.1
'0:01.999',0.374,-1.595,-1.97,0.61,1.172,-1.782,0.143,-0.369,-0.267,0.075,0.629,0.564,0.315,-1.188,-0.099
'0:02.000',0.373,-1.599,-1.972,0.613,1.173,-1.786,0.142,-0.372,-0.268,0.073,0.626,0.562,0.314,-1.19,-0.097
'0:02.001',0.379,-1.599,-1.978,0.61,1.179,-1.788,0.141,-0.373,-0.27,0.072,0.626,0.564,0.315,-1.188,-0.097
'0:02.002',0.381,-1.598,-1.979,0.609,1.18,-1.788,0.141,-0.374,-0.27,0.072,0.625,0.564,0.314,-1.188,-0.098
'0:02.003',0.374,-1.599,-1.974,0.612,1.175,-1.786,0.142,-0.373,-0.269,0.073,0.626,0.565,0.314,-1.189,-0.097
'0:02.004',0.375,-1.599,-1.975,0.612,1.175,-1.787,0.142,-0.371,-0.268,0.074,0.628,0.565,0.313,-1.19,-0.098
'0:02.005',0.378,-1.599,-1.976,0.61,1.177,-1.787,0.142,-0.371,-0.266,0.075,0.629,0.564,0.312,-1.189,-0.099
'0:02.006',0.379,-1.597,-1.976,0.609,1.178,-1.787,0.144,-0.37,-0.266,0.075,0.63,0.568,0.315,-1.188,-0.098
'0:02.007',0.376,-1.597,-1.972,0.611,1.174,-1.784,0.146,-0.369,-0.265,0.076,0.631,0.57,0.316,-1.188,-0.1
'0:02.008',0.373,-1.601,-1.974,0.614,1.173,-1.787,0.146,-0.369,-0.266,0.078,0.633,0.57,0.316,-1.191,-0.1
'0:02.009',0.374,-1.603,-1.976,0.614,1.175,-1.789,0.145,-0.371,-0.267,0.076,0.633,0.57,0.315,-1.193,-0.098
'0:02.010',0.373,-1.603,-1.977,0.615,1.175,-1.79,0.144,-0.372,-0.269,0.076,0.631,0.57,0.316,-1.192,-0.098
'0:02.011',0.373,-1.607,-1.98,0.617,1.177,-1.794,0.143,-0.373,-0.269,0.074,0.631,0.57,0.317,-1.196,-0.098
'0:02.012',0.374,-1.607,-1.98,0.616,1.177,-1.793,0.145,-0.372,-0.268,0.076,0.633,0.571,0.318,-1.198,-0.098
'0:02.013',0.376,-1.607,-1.983,0.616,1.179,-1.794,0.145,-0.371,-0.268,0.077,0.632,0.571,0.318,-1.198,-0.099
'0:02.014',0.374,-1.608,-1.982,0.617,1.179,-1.796,0.144,-0.372,-0.268,0.076,0.631,0.569,0.316,-1.198,-0.099
'0:02.015',0.376,-1.607,-1.984,0.616,1.18,-1.796,0.145,-0.371,-0.268,0.079,0.633,0.571,0.318,-1.197,-0.099
'0:02.016',0.381,-1.607,-1.988,0.613,1.184,-1.797,0.145,-0.37,-0.267,0.08,0.637,0.572,0.32,-1.198,-0.099
'0:02.017',0.383,-1.605,-1.988,0.611,1.186,-1.797,0.147,-0.371,-0.266,0.08,0.637,0.572,0.32,-1.2,-0.1
'0:02.018',0.382,-1.608,-1.99,0.613,1.185,-1.798,0.147,-0.371,-0.266,0.08,0.636,0.57,0.318,-1.203,-0.099
'0:02.019',0.377,-1.613,-1.99,0.618,1.183,-1.801,0.147,-0.371,-0.267,0.079,0.635,0.569,0.316,-1.204,-0.099
'0:02.020',0.377,-1.615,-1.992,0.619,1.185,-1.804,0.146,-0.372,-0.269,0.078,0.636,0.57,0.317,-1.204,-0.099
'0:02.021',0.377,-1.618,-1.995,0.62,1.186,-1.806,0.146,-0.372,-0.268,0.077,0.637,0.571,0.317,-1.205,-0.098
'0:02.022',0.378,-1.619,-1.998,0.621,1.188,-1.808,0.144,-0.374,-0.27,0.076,0.637,0.57,0.317,-1.206,-0.099
'0:02.023',0.378,-1.62,-1.998,0.621,1.188,-1.809,0.143,-0.374,-0.27,0.077,0.637,0.57,0.317,-1.205,-0.1
'0:02.024',0.376,-1.622,-1.998,0.623,1.187,-1.81,0.143,-0.374,-0.271,0.077,0.635,0.568,0.315,-1.207,-0.1
'0:02.025',0.378,-1.621,-1.998,0.621,1.188,-1.809,0.143,-0.375,-0.271,0.077,0.634,0.565,0.312,-1.206,-0.1
'0:02.026',0.376,-1.621,-1.997,0.622,1.187,-1.809,0.144,-0.375,-0.272,0.075,0.635,0.565,0.311,-1.204,-0.101
'0:02.027',0.376,-1.623,-1.998,0.624,1.187,-1.811,0.143,-0.376,-0.273,0.074,0.635,0.564,0.311,-1.206,-0.101
'0:02.028',0.379,-1.621,-2,0.621,1.189,-1.81,0.143,-0.376,-0.273,0.073,0.635,0.566,0.312,-1.204,-0.1
'0:02.029',0.376,-1.623,-1.998,0.624,1.187,-1.81,0.143,-0.377,-0.273,0.073,0.634,0.566,0.311,-1.202,-0.1
'0:02.030',0.375,-1.624,-1.999,0.625,1.187,-1.812,0.143,-0.377,-0.273,0.073,0.634,0.565,0.311,-1.204,-0.1
'0:02.031',0.376,-1.625,-2.001,0.624,1.188,-1.812,0.142,-0.377,-0.274,0.072,0.632,0.563,0.311,-1.206,-0.099
'0:02.032',0.375,-1.626,-2.001,0.625,1.188,-1.813,0.142,-0.379,-0.275,0.07,0.629,0.562,0.309,-1.206,-0.099
'0:02.033',0.376,-1.626,-2.002,0.625,1.189,-1.814,0.142,-0.379,-0.275,0.07,0.629,0.563,0.31,-1.204,-0.1
'0:02.034',0.374,-1.628,-2.002,0.626,1.188,-1.815,0.143,-0.377,-0.273,0.072,0.634,0.563,0.31,-1.206,-0.101
'0:02.035',0.375,-1.629,-2.003,0.626,1.19,-1.816,0.144,-0.375,-0.27,0.074,0.635,0.565,0.311,-1.206,-0.101
'0:02.036',0.375,-1.631,-2.005,0.627,1.19,-1.817,0.145,-0.374,-0.271,0.073,0.634,0.566,0.311,-1.206,-0.1
'0:02.037',0.371,-1.633,-2.005,0.631,1.188,-1.819,0.144,-0.377,-0.273,0.072,0.633,0.566,0.31,-1.208,-0.099
'0:02.038',0.369,-1.635,-2.005,0.632,1.187,-1.819,0.143,-0.377,-0.275,0.071,0.63,0.564,0.31,-1.209,-0.099
'0:02.039',0.369,-1.635,-2.004,0.632,1.187,-1.819,0.144,-0.378,-0.273,0.071,0.631,0.566,0.31,-1.21,-0.1
'0:02.040',0.368,-1.635,-2.004,0.633,1.187,-1.819,0.145,-0.378,-0.274,0.071,0.631,0.568,0.31,-1.21,-0.1
'0:02.041',0.369,-1.635,-2.005,0.633,1.187,-1.819,0.144,-0.378,-0.276,0.07,0.629,0.564,0.308,-1.209,-0.1
'0:02.042',0.371,-1.635,-2.006,0.632,1.189,-1.821,0.143,-0.379,-0.276,0.07,0.628,0.562,0.308,-1.208,-0.099
'0:02.043',0.368,-1.637,-2.006,0.634,1.187,-1.821,0.145,-0.379,-0.276,0.072,0.628,0.561,0.305,-1.208,-0.101
'0:02.044',0.367,-1.639,-2.006,0.635,1.186,-1.822,0.144,-0.379,-0.276,0.072,0.629,0.56,0.305,-1.21,-0.102
'0:02.045',0.367,-1.639,-2.007,0.635,1.187,-1.823,0.143,-0.379,-0.276,0.071,0.629,0.562,0.306,-1.212,-0.101
'0:02.046',0.366,-1.64,-2.006,0.636,1.186,-1.823,0.143,-0.379,-0.277,0.07,0.627,0.561,0.305,-1.21,-0.101
'0:02.047',0.366,-1.641,-2.007,0.637,1.187,-1.823,0.143,-0.38,-0.277,0.069,0.626,0.56,0.304,-1.209,-0.1
'0:02.048',0.363,-1.642,-2.006,0.638,1.185,-1.823,0.143,-0.381,-0.277,0.069,0.626,0.559,0.304,-1.208,-0.1
'0:02.049',0.363,-1.644,-2.007,0.639,1.185,-1.825,0.143,-0.38,-0.278,0.069,0.627,0.56,0.304,-1.208,-0.101
'0:02.050',0.365,-1.644,-2.009,0.638,1.187,-1.827,0.143,-0.379,-0.277,0.068,0.628,0.561,0.305,-1.208,-0.102
'0:02.051',0.363,-1.645,-2.009,0.64,1.186,-1.827,0.142,-0.38,-0.277,0.068,0.627,0.559,0.304,-1.208,-0.101
'0:02.052',0.361,-1.649,-2.01,0.642,1.186,-1.829,0.144,-0.38,-0.277,0.069,0.628,0.561,0.305,-1.212,-0.101
'0:02.053',0.362,-1.648,-2.01,0.642,1.186,-1.829,0.144,-0.378,-0.275,0.073,0.631,0.565,0.308,-1.211,-0.102
'0:02.054',0.364,-1.649,-2.014,0.642,1.189,-1.831,0.143,-0.38,-0.276,0.071,0.632,0.565,0.308,-1.212,-0.102
'0:02.055',0.363,-1.651,-2.014,0.643,1.189,-1.832,0.142,-0.38,-0.277,0.07,0.632,0.565,0.308,-1.215,-0.101
'0:02.056',0.362,-1.653,-2.015,0.644,1.188,-1.833,0.143,-0.38,-0.276,0.07,0.631,0.565,0.306,-1.216,-0.1
'0:02.057',0.363,-1.654,-2.018,0.644,1.19,-1.835,0.144,-0.379,-0.276,0.07,0.632,0.563,0.305,-1.216,-0.1
'0:02.058',0.364,-1.654,-2.018,0.644,1.192,-1.836,0.143,-0.377,-0.274,0.072,0.635,0.566,0.307,-1.217,-0.101
'0:02.059',0.366,-1.654,-2.021,0.643,1.193,-1.837,0.142,-0.378,-0.276,0.071,0.636,0.567,0.308,-1.218,-0.1
'0:02.060',0.366,-1.655,-2.021,0.643,1.194,-1.837,0.142,-0.378,-0.277,0.07,0.635,0.569,0.309,-1.22,-0.1
'0:02.061',0.366,-1.656,-2.022,0.644,1.194,-1.839,0.142,-0.378,-0.276,0.07,0.636,0.568,0.309,-1.22,-0.1
'0:02.062',0.365,-1.656,-2.022,0.644,1.194,-1.839,0.143,-0.378,-0.275,0.07,0.637,0.568,0.31,-1.22,-0.1
'0:02.063',0.364,-1.657,-2.022,0.646,1.193,-1.839,0.144,-0.377,-0.275,0.072,0.637,0.572,0.312,-1.218,-0.1
'0:02.064',0.362,-1.661,-2.023,0.648,1.193,-1.841,0.143,-0.378,-0.276,0.07,0.636,0.572,0.312,-1.22,-0.099
'0:02.065',0.363,-1.662,-2.026,0.648,1.194,-1.843,0.142,-0.379,-0.276,0.07,0.635,0.572,0.312,-1.221,-0.099
'0:02.066',0.366,-1.661,-2.027,0.646,1.197,-1.843,0.141,-0.378,-0.276,0.069,0.635,0.571,0.311,-1.218,-0.099
'0:02.067',0.366,-1.661,-2.027,0.647,1.197,-1.845,0.14,-0.381,-0.279,0.064,0.631,0.565,0.308,-1.22,-0.097
'0:02.068',0.365,-1.664,-2.029,0.648,1.197,-1.847,0.14,-0.382,-0.28,0.064,0.63,0.564,0.307,-1.221,-0.096
'0:02.069',0.367,-1.664,-2.031,0.647,1.199,-1.847,0.14,-0.381,-0.279,0.067,0.633,0.566,0.308,-1.221,-0.096
'0:02.070',0.369,-1.665,-2.035,0.647,1.202,-1.85,0.14,-0.38,-0.277,0.068,0.635,0.568,0.31,-1.222,-0.097
'0:02.071',0.367,-1.667,-2.034,0.649,1.2,-1.849,0.141,-0.379,-0.276,0.067,0.636,0.569,0.311,-1.222,-0.097
'0:02.072',0.369,-1.663,-2.032,0.646,1.201,-1.847,0.141,-0.38,-0.278,0.065,0.635,0.568,0.311,-1.222,-0.098
'0:02.073',0.369,-1.665,-2.034,0.646,1.202,-1.849,0.141,-0.381,-0.278,0.066,0.634,0.568,0.311,-1.222,-0.097
