'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:01.106',1.102,2.187,1.085,-1.645,0.008,1.637,-0.532,-0.245,-0.257,-0.043,0.03,-0.193,0.389,0.845,-0.2
'0:01.107',1.109,2.193,1.083,-1.651,0.013,1.639,-0.531,-0.253,-0.262,-0.043,0.033,-0.191,0.395,0.845,-0.197
'0:01.108',1.113,2.201,1.089,-1.657,0.012,1.645,-0.522,-0.255,-0.26,-0.036,0.04,-0.186,0.4,0.85,-0.198
'0:01.109',1.111,2.202,1.091,-1.657,0.009,1.647,-0.515,-0.256,-0.256,-0.028,0.045,-0.183,0.402,0.851,-0.203
'0:01.110',1.12,2.204,1.084,-1.662,0.018,1.644,-0.517,-0.256,-0.252,-0.021,0.048,-0.18,0.407,0.847,-0.203
'0:01.111',1.132,2.207,1.076,-1.669,0.028,1.642,-0.523,-0.261,-0.253,-0.024,0.044,-0.183,0.406,0.846,-0.201
'0:01.112',1.129,2.2,1.071,-1.665,0.029,1.635,-0.533,-0.266,-0.257,-0.029,0.037,-0.191,0.402,0.842,-0.199
'0:01.113',1.121,2.182,1.062,-1.651,0.029,1.622,-0.544,-0.26,-0.263,-0.037,0.03,-0.197,0.398,0.826,-0.194
'0:01.114',1.113,2.174,1.062,-1.643,0.025,1.618,-0.549,-0.255,-0.264,-0.043,0.027,-0.198,0.394,0.816,-0.19
'0:01.115',1.107,2.184,1.077,-1.645,0.015,1.631,-0.546,-0.244,-0.243,-0.033,0.034,-0.192,0.396,0.825,-0.194
'0:01.116',1.103,2.184,1.082,-1.643,0.01,1.633,-0.552,-0.249,-0.248,-0.045,0.022,-0.199,0.387,0.831,-0.193
'0:01.117',1.092,2.17,1.079,-1.631,0.006,1.625,-0.559,-0.259,-0.264,-0.061,0.011,-0.205,0.381,0.822,-0.187
'0:01.118',1.087,2.163,1.078,-1.625,0.004,1.621,-0.565,-0.26,-0.268,-0.067,0.005,-0.208,0.377,0.82,-0.182
'0:01.119',1.091,2.164,1.074,-1.627,0.008,1.619,-0.571,-0.272,-0.285,-0.085,-0.009,-0.216,0.369,0.825,-0.176
'0:01.120',1.095,2.17,1.075,-1.633,0.009,1.623,-0.569,-0.281,-0.297,-0.092,-0.013,-0.217,0.365,0.831,-0.173
'0:01.121',1.107,2.196,1.089,-1.652,0.009,1.643,-0.555,-0.283,-0.297,-0.084,-0.002,-0.207,0.363,0.851,-0.179
'0:01.122',1.109,2.207,1.098,-1.658,0.005,1.653,-0.542,-0.289,-0.299,-0.075,0.009,-0.199,0.367,0.858,-0.177
'0:01.123',1.103,2.197,1.095,-1.65,0.004,1.646,-0.554,-0.308,-0.319,-0.085,0.005,-0.202,0.368,0.852,-0.164
'0:01.124',1.103,2.196,1.093,-1.65,0.005,1.645,-0.568,-0.31,-0.322,-0.088,0.004,-0.201,0.373,0.852,-0.158
'0:01.125',1.102,2.197,1.095,-1.65,0.003,1.647,-0.572,-0.301,-0.308,-0.08,0.005,-0.2,0.377,0.856,-0.157
'0:01.126',1.115,2.199,1.084,-1.657,0.015,1.641,-0.582,-0.306,-0.312,-0.086,0.001,-0.201,0.376,0.853,-0.151
'0:01.127',1.115,2.203,1.087,-1.659,0.013,1.645,-0.582,-0.309,-0.312,-0.086,0.001,-0.201,0.376,0.86,-0.149
'0:01.128',1.101,2.204,1.104,-1.653,-0.002,1.655,-0.582,-0.306,-0.302,-0.074,0.012,-0.194,0.379,0.865,-0.149
'0:01.129',1.101,2.202,1.101,-1.651,-0.001,1.652,-0.593,-0.304,-0.302,-0.07,0.018,-0.188,0.383,0.859,-0.146
'0:01.130',1.111,2.207,1.095,-1.659,0.007,1.651,-0.61,-0.308,-0.315,-0.081,0.013,-0.193,0.382,0.862,-0.142
'0:01.131',1.111,2.204,1.093,-1.658,0.009,1.649,-0.624,-0.314,-0.321,-0.087,0.009,-0.195,0.384,0.863,-0.139
'0:01.132',1.097,2.192,1.095,-1.645,0.001,1.644,-0.621,-0.326,-0.331,-0.095,0.004,-0.201,0.378,0.86,-0.137
'0:01.133',1.092,2.184,1.093,-1.638,-0.001,1.639,-0.613,-0.338,-0.344,-0.101,-0.004,-0.208,0.37,0.858,-0.139
'0:01.134',1.083,2.171,1.087,-1.627,-0.002,1.629,-0.61,-0.354,-0.359,-0.109,-0.011,-0.213,0.364,0.849,-0.14
'0:01.135',1.079,2.151,1.073,-1.615,0.003,1.613,-0.616,-0.377,-0.379,-0.122,-0.021,-0.22,0.356,0.837,-0.136
'0:01.136',1.077,2.139,1.062,-1.608,0.007,1.601,-0.612,-0.376,-0.376,-0.117,-0.015,-0.215,0.358,0.828,-0.134
'0:01.137',1.067,2.135,1.069,-1.601,-0.002,1.603,-0.607,-0.367,-0.36,-0.108,-0.007,-0.21,0.358,0.826,-0.135
'0:01.138',1.074,2.136,1.062,-1.605,0.005,1.599,-0.612,-0.361,-0.362,-0.115,-0.015,-0.216,0.352,0.822,-0.131
'0:01.139',1.085,2.133,1.048,-1.609,0.018,1.591,-0.613,-0.353,-0.369,-0.123,-0.022,-0.221,0.354,0.817,-0.13
'0:01.140',1.081,2.137,1.056,-1.609,0.012,1.597,-0.615,-0.358,-0.376,-0.131,-0.029,-0.227,0.355,0.817,-0.128
'0:01.141',1.085,2.143,1.059,-1.614,0.013,1.601,-0.613,-0.36,-0.379,-0.133,-0.03,-0.228,0.357,0.809,-0.124
'0:01.142',1.092,2.139,1.048,-1.616,0.021,1.594,-0.611,-0.365,-0.378,-0.134,-0.031,-0.229,0.358,0.804,-0.127
'0:01.143',1.095,2.131,1.036,-1.613,0.029,1.584,-0.611,-0.372,-0.38,-0.135,-0.036,-0.234,0.358,0.808,-0.129
'0:01.144',1.102,2.127,1.026,-1.615,0.038,1.577,-0.596,-0.364,-0.362,-0.122,-0.028,-0.228,0.364,0.801,-0.136
'0:01.145',1.086,2.131,1.045,-1.609,0.021,1.588,-0.573,-0.345,-0.347,-0.11,-0.02,-0.224,0.365,0.799,-0.147
'0:01.146',1.072,2.131,1.059,-1.601,0.006,1.595,-0.566,-0.347,-0.35,-0.11,-0.019,-0.223,0.367,0.802,-0.151
'0:01.147',1.079,2.123,1.044,-1.601,0.018,1.585,-0.568,-0.357,-0.35,-0.111,-0.018,-0.222,0.373,0.798,-0.153
'0:01.148',1.083,2.123,1.04,-1.603,0.021,1.582,-0.566,-0.349,-0.343,-0.107,-0.02,-0.225,0.37,0.796,-0.16
'0:01.149',1.087,2.135,1.048,-1.611,0.019,1.592,-0.557,-0.327,-0.327,-0.1,-0.015,-0.221,0.369,0.806,-0.164
'0:01.150',1.088,2.146,1.058,-1.617,0.015,1.602,-0.561,-0.302,-0.311,-0.096,-0.011,-0.216,0.37,0.817,-0.165
'0:01.151',1.085,2.15,1.066,-1.617,0.009,1.608,-0.572,-0.292,-0.307,-0.104,-0.018,-0.219,0.367,0.818,-0.166
'0:01.152',1.075,2.144,1.07,-1.61,0.003,1.607,-0.568,-0.305,-0.318,-0.118,-0.028,-0.228,0.355,0.811,-0.162
'0:01.153',1.083,2.146,1.063,-1.614,0.009,1.605,-0.566,-0.324,-0.33,-0.126,-0.033,-0.232,0.352,0.805,-0.157
'0:01.154',1.079,2.147,1.068,-1.613,0.005,1.607,-0.572,-0.337,-0.34,-0.127,-0.031,-0.228,0.352,0.814,-0.158
'0:01.155',1.065,2.139,1.075,-1.601,-0.005,1.607,-0.579,-0.349,-0.354,-0.127,-0.028,-0.226,0.346,0.817,-0.155
'0:01.156',1.06,2.137,1.077,-1.599,-0.009,1.607,-0.58,-0.354,-0.369,-0.134,-0.029,-0.226,0.337,0.809,-0.149
'0:01.157',1.06,2.14,1.081,-1.6,-0.011,1.611,-0.58,-0.363,-0.383,-0.141,-0.03,-0.228,0.331,0.812,-0.147
'0:01.158',1.065,2.137,1.073,-1.601,-0.004,1.605,-0.592,-0.374,-0.395,-0.142,-0.03,-0.229,0.335,0.817,-0.144
'0:01.159',1.065,2.123,1.06,-1.595,0.003,1.591,-0.609,-0.389,-0.4,-0.141,-0.031,-0.231,0.339,0.808,-0.141
'0:01.160',1.054,2.115,1.061,-1.585,-0.004,1.588,-0.615,-0.397,-0.392,-0.133,-0.03,-0.232,0.341,0.793,-0.141
'0:01.161',1.046,2.114,1.068,-1.58,-0.011,1.591,-0.616,-0.388,-0.378,-0.129,-0.032,-0.232,0.341,0.803,-0.141
'0:01.162',1.05,2.117,1.069,-1.584,-0.009,1.593,-0.63,-0.37,-0.361,-0.12,-0.025,-0.227,0.345,0.811,-0.137
'0:01.163',1.052,2.125,1.073,-1.589,-0.011,1.599,-0.629,-0.344,-0.343,-0.111,-0.018,-0.221,0.344,0.807,-0.14
'0:01.164',1.056,2.131,1.076,-1.594,-0.011,1.604,-0.613,-0.339,-0.341,-0.111,-0.015,-0.219,0.337,0.803,-0.145
'0:01.165',1.049,2.123,1.074,-1.586,-0.013,1.599,-0.613,-0.35,-0.351,-0.118,-0.019,-0.226,0.334,0.795,-0.141
'0:01.166',1.036,2.107,1.071,-1.571,-0.018,1.589,-0.612,-0.354,-0.355,-0.13,-0.03,-0.235,0.332,0.79,-0.143
'0:01.167',1.036,2.099,1.063,-1.567,-0.015,1.581,-0.61,-0.356,-0.362,-0.139,-0.039,-0.239,0.331,0.784,-0.144
'0:01.168',1.034,2.094,1.06,-1.565,-0.013,1.577,-0.611,-0.356,-0.375,-0.153,-0.048,-0.247,0.326,0.783,-0.147
'0:01.169',1.028,2.087,1.059,-1.558,-0.015,1.573,-0.61,-0.361,-0.383,-0.161,-0.051,-0.252,0.322,0.778,-0.151
'0:01.170',1.024,2.086,1.062,-1.556,-0.019,1.575,-0.612,-0.368,-0.391,-0.166,-0.058,-0.257,0.318,0.776,-0.151
'0:01.171',1.027,2.091,1.064,-1.56,-0.018,1.577,-0.609,-0.365,-0.392,-0.163,-0.059,-0.258,0.314,0.782,-0.154
'0:01.172',1.033,2.101,1.069,-1.567,-0.018,1.585,-0.598,-0.358,-0.387,-0.149,-0.054,-0.254,0.309,0.787,-0.158
'0:01.173',1.028,2.11,1.083,-1.569,-0.028,1.597,-0.587,-0.365,-0.394,-0.152,-0.056,-0.258,0.3,0.795,-0.163
'0:01.174',1.016,2.101,1.085,-1.56,-0.035,1.593,-0.589,-0.383,-0.405,-0.158,-0.064,-0.265,0.297,0.789,-0.163
'0:01.175',1.016,2.1,1.086,-1.558,-0.035,1.593,-0.589,-0.389,-0.405,-0.154,-0.064,-0.265,0.297,0.783,-0.164
'0:01.176',1.02,2.102,1.083,-1.562,-0.032,1.593,-0.583,-0.396,-0.406,-0.151,-0.061,-0.264,0.295,0.785,-0.166
'0:01.177',1.022,2.097,1.076,-1.56,-0.028,1.587,-0.587,-0.407,-0.409,-0.15,-0.06,-0.263,0.294,0.783,-0.165
'0:01.178',1.02,2.091,1.071,-1.556,-0.025,1.581,-0.597,-0.415,-0.412,-0.153,-0.06,-0.264,0.297,0.782,-0.164
'0:01.179',1.015,2.079,1.065,-1.548,-0.025,1.573,-0.602,-0.414,-0.407,-0.154,-0.068,-0.271,0.295,0.779,-0.163
'0:01.180',1.016,2.082,1.066,-1.55,-0.025,1.574,-0.611,-0.383,-0.381,-0.142,-0.062,-0.27,0.298,0.778,-0.162
'0:01.181',1.021,2.081,1.06,-1.552,-0.021,1.571,-0.618,-0.363,-0.367,-0.137,-0.06,-0.27,0.298,0.776,-0.157
'0:01.182',1.02,2.086,1.067,-1.554,-0.024,1.577,-0.611,-0.362,-0.361,-0.134,-0.061,-0.27,0.295,0.78,-0.158
'0:01.183',1.026,2.104,1.079,-1.565,-0.026,1.591,-0.606,-0.351,-0.35,-0.122,-0.051,-0.263,0.3,0.79,-0.167
'0:01.184',1.026,2.103,1.077,-1.565,-0.026,1.59,-0.603,-0.344,-0.356,-0.133,-0.057,-0.268,0.297,0.791,-0.173
'0:01.185',1.019,2.098,1.079,-1.558,-0.03,1.588,-0.596,-0.344,-0.361,-0.144,-0.066,-0.275,0.29,0.79,-0.175
'0:01.186',1.014,2.091,1.079,-1.553,-0.033,1.585,-0.592,-0.344,-0.363,-0.145,-0.065,-0.272,0.292,0.781,-0.172
'0:01.187',1.006,2.091,1.086,-1.548,-0.041,1.589,-0.588,-0.344,-0.366,-0.143,-0.059,-0.268,0.295,0.779,-0.172
'0:01.188',0.998,2.091,1.093,-1.544,-0.049,1.593,-0.583,-0.352,-0.372,-0.145,-0.06,-0.267,0.292,0.783,-0.175
'0:01.189',0.995,2.087,1.093,-1.541,-0.049,1.589,-0.579,-0.365,-0.383,-0.155,-0.069,-0.272,0.284,0.783,-0.173
'0:01.190',1.002,2.088,1.087,-1.546,-0.043,1.588,-0.579,-0.381,-0.389,-0.16,-0.07,-0.271,0.286,0.787,-0.17
'0:01.191',1.004,2.085,1.083,-1.545,-0.04,1.584,-0.58,-0.389,-0.392,-0.164,-0.069,-0.268,0.291,0.783,-0.168
'0:01.192',0.999,2.084,1.087,-1.542,-0.044,1.585,-0.577,-0.395,-0.396,-0.168,-0.071,-0.271,0.288,0.778,-0.167
'0:01.193',0.994,2.084,1.091,-1.539,-0.049,1.587,-0.58,-0.402,-0.4,-0.17,-0.079,-0.277,0.281,0.779,-0.167
'0:01.194',0.994,2.085,1.091,-1.54,-0.049,1.589,-0.586,-0.393,-0.397,-0.168,-0.078,-0.278,0.279,0.783,-0.168
'0:01.195',1.012,2.096,1.085,-1.554,-0.037,1.591,-0.597,-0.374,-0.388,-0.161,-0.073,-0.274,0.283,0.786,-0.166
'0:01.196',1.021,2.1,1.08,-1.561,-0.029,1.591,-0.608,-0.365,-0.38,-0.158,-0.072,-0.272,0.285,0.781,-0.163
'0:01.197',1.018,2.092,1.075,-1.556,-0.029,1.584,-0.606,-0.364,-0.375,-0.157,-0.071,-0.269,0.287,0.78,-0.162
'0:01.198',1.016,2.087,1.072,-1.552,-0.029,1.58,-0.601,-0.369,-0.376,-0.153,-0.068,-0.265,0.289,0.779,-0.163
'0:01.199',1.009,2.083,1.073,-1.546,-0.033,1.578,-0.592,-0.372,-0.378,-0.155,-0.067,-0.265,0.288,0.777,-0.168
'0:01.200',1,2.08,1.081,-1.541,-0.041,1.581,-0.589,-0.369,-0.375,-0.155,-0.068,-0.266,0.284,0.78,-0.169
'0:01.201',0.996,2.083,1.089,-1.54,-0.047,1.587,-0.59,-0.351,-0.369,-0.154,-0.07,-0.27,0.281,0.778,-0.168
'0:01.202',0.998,2.085,1.088,-1.542,-0.045,1.587,-0.582,-0.339,-0.366,-0.158,-0.074,-0.276,0.278,0.776,-0.172
'0:01.203',1,2.079,1.08,-1.54,-0.04,1.58,-0.579,-0.338,-0.368,-0.158,-0.073,-0.276,0.279,0.773,-0.172
'0:01.204',1.004,2.079,1.077,-1.542,-0.037,1.579,-0.581,-0.342,-0.374,-0.16,-0.074,-0.277,0.28,0.771,-0.172
'0:01.205',1.002,2.091,1.089,-1.546,-0.044,1.59,-0.58,-0.351,-0.387,-0.166,-0.083,-0.283,0.276,0.778,-0.174
'0:01.206',1.007,2.096,1.091,-1.552,-0.042,1.594,-0.577,-0.352,-0.391,-0.169,-0.081,-0.283,0.278,0.786,-0.175
'0:01.207',1.013,2.096,1.084,-1.556,-0.036,1.591,-0.574,-0.357,-0.389,-0.167,-0.075,-0.278,0.281,0.784,-0.175
'0:01.208',1.005,2.088,1.083,-1.547,-0.04,1.586,-0.566,-0.358,-0.381,-0.158,-0.071,-0.277,0.282,0.779,-0.176
'0:01.209',1.002,2.084,1.083,-1.544,-0.041,1.583,-0.565,-0.358,-0.372,-0.149,-0.063,-0.269,0.287,0.782,-0.175
'0:01.210',1.002,2.087,1.085,-1.545,-0.042,1.586,-0.569,-0.37,-0.38,-0.152,-0.067,-0.271,0.288,0.779,-0.174
'0:01.211',1.002,2.082,1.079,-1.542,-0.039,1.581,-0.576,-0.384,-0.391,-0.159,-0.074,-0.278,0.286,0.77,-0.174
'0:01.212',1.008,2.082,1.075,-1.546,-0.034,1.579,-0.582,-0.385,-0.391,-0.16,-0.074,-0.273,0.288,0.776,-0.177
'0:01.213',1.009,2.087,1.077,-1.548,-0.035,1.583,-0.579,-0.366,-0.388,-0.16,-0.078,-0.277,0.286,0.779,-0.183
'0:01.214',1.005,2.083,1.079,-1.545,-0.037,1.581,-0.582,-0.361,-0.387,-0.159,-0.078,-0.278,0.287,0.78,-0.183
'0:01.215',1.002,2.082,1.081,-1.542,-0.04,1.581,-0.585,-0.364,-0.384,-0.154,-0.075,-0.276,0.286,0.783,-0.18
'0:01.216',0.992,2.075,1.085,-1.534,-0.046,1.58,-0.585,-0.37,-0.383,-0.156,-0.08,-0.281,0.279,0.775,-0.177
'0:01.217',0.992,2.077,1.087,-1.534,-0.048,1.582,-0.584,-0.374,-0.38,-0.15,-0.075,-0.28,0.278,0.774,-0.177
'0:01.218',0.997,2.082,1.085,-1.54,-0.044,1.583,-0.583,-0.367,-0.371,-0.145,-0.073,-0.279,0.28,0.775,-0.176
'0:01.219',0.998,2.08,1.083,-1.539,-0.043,1.582,-0.58,-0.361,-0.371,-0.148,-0.077,-0.281,0.28,0.775,-0.179
'0:01.220',0.993,2.079,1.087,-1.536,-0.047,1.583,-0.576,-0.355,-0.375,-0.148,-0.076,-0.28,0.28,0.779,-0.181
'0:01.221',0.986,2.071,1.085,-1.528,-0.051,1.579,-0.578,-0.361,-0.386,-0.155,-0.084,-0.285,0.278,0.777,-0.178
'0:01.222',0.986,2.073,1.087,-1.53,-0.051,1.581,-0.572,-0.357,-0.386,-0.153,-0.084,-0.285,0.277,0.776,-0.18
'0:01.223',0.981,2.075,1.095,-1.528,-0.058,1.585,-0.57,-0.349,-0.377,-0.145,-0.078,-0.281,0.278,0.778,-0.18
'0:01.224',0.987,2.075,1.089,-1.532,-0.051,1.583,-0.573,-0.356,-0.38,-0.146,-0.079,-0.282,0.279,0.773,-0.177
'0:01.225',1.009,2.089,1.081,-1.55,-0.036,1.585,-0.573,-0.36,-0.377,-0.147,-0.08,-0.286,0.277,0.776,-0.176
'0:01.226',1,2.083,1.083,-1.542,-0.042,1.583,-0.574,-0.369,-0.377,-0.152,-0.084,-0.29,0.273,0.779,-0.177
'0:01.227',0.994,2.082,1.089,-1.538,-0.048,1.586,-0.563,-0.37,-0.377,-0.152,-0.081,-0.288,0.274,0.778,-0.183
'0:01.228',1.001,2.087,1.087,-1.544,-0.043,1.587,-0.558,-0.367,-0.372,-0.151,-0.079,-0.288,0.274,0.778,-0.187
'0:01.229',0.991,2.082,1.092,-1.537,-0.051,1.587,-0.563,-0.362,-0.365,-0.146,-0.077,-0.288,0.278,0.778,-0.187
'0:01.230',0.98,2.084,1.105,-1.533,-0.062,1.595,-0.562,-0.349,-0.354,-0.135,-0.07,-0.282,0.283,0.783,-0.193
'0:01.231',0.973,2.076,1.104,-1.525,-0.066,1.591,-0.564,-0.349,-0.358,-0.14,-0.075,-0.283,0.286,0.786,-0.194
'0:01.232',0.976,2.073,1.098,-1.525,-0.061,1.586,-0.567,-0.344,-0.363,-0.144,-0.076,-0.28,0.291,0.784,-0.19
'0:01.233',0.983,2.075,1.093,-1.53,-0.055,1.584,-0.569,-0.332,-0.365,-0.15,-0.077,-0.28,0.292,0.785,-0.192
'0:01.234',0.985,2.08,1.096,-1.533,-0.056,1.589,-0.568,-0.334,-0.373,-0.158,-0.084,-0.286,0.287,0.789,-0.192
'0:01.235',0.98,2.085,1.106,-1.533,-0.064,1.596,-0.561,-0.336,-0.38,-0.164,-0.087,-0.288,0.285,0.792,-0.19
'0:01.236',0.973,2.079,1.107,-1.526,-0.067,1.593,-0.557,-0.34,-0.389,-0.173,-0.092,-0.292,0.281,0.79,-0.193
'0:01.237',0.975,2.087,1.113,-1.532,-0.07,1.601,-0.545,-0.338,-0.39,-0.17,-0.088,-0.291,0.276,0.789,-0.197
'0:01.238',0.985,2.097,1.113,-1.542,-0.064,1.605,-0.531,-0.334,-0.383,-0.161,-0.08,-0.284,0.273,0.79,-0.199
'0:01.239',1.01,2.111,1.102,-1.56,-0.046,1.607,-0.516,-0.336,-0.377,-0.159,-0.079,-0.282,0.267,0.79,-0.201
'0:01.240',1.013,2.119,1.107,-1.567,-0.047,1.613,-0.508,-0.353,-0.375,-0.161,-0.082,-0.284,0.266,0.793,-0.204
'0:01.241',1.004,2.109,1.105,-1.557,-0.051,1.607,-0.515,-0.383,-0.379,-0.162,-0.083,-0.287,0.268,0.791,-0.204
'0:01.242',1.005,2.098,1.093,-1.552,-0.044,1.595,-0.519,-0.397,-0.385,-0.165,-0.086,-0.289,0.274,0.79,-0.201
'0:01.243',0.997,2.09,1.093,-1.544,-0.049,1.591,-0.529,-0.392,-0.383,-0.166,-0.085,-0.287,0.279,0.791,-0.198
'0:01.244',0.991,2.09,1.099,-1.541,-0.054,1.595,-0.543,-0.377,-0.373,-0.155,-0.076,-0.279,0.284,0.79,-0.198
'0:01.245',0.975,2.084,1.111,-1.53,-0.068,1.598,-0.537,-0.364,-0.37,-0.155,-0.078,-0.282,0.28,0.782,-0.198
'0:01.246',0.96,2.077,1.118,-1.518,-0.08,1.597,-0.527,-0.351,-0.369,-0.153,-0.082,-0.289,0.272,0.776,-0.198
'0:01.247',0.968,2.082,1.115,-1.525,-0.074,1.599,-0.526,-0.326,-0.36,-0.146,-0.082,-0.288,0.269,0.78,-0.203
'0:01.248',0.987,2.093,1.107,-1.54,-0.06,1.6,-0.521,-0.299,-0.35,-0.142,-0.081,-0.289,0.266,0.78,-0.21
'0:01.249',0.992,2.089,1.098,-1.541,-0.053,1.593,-0.509,-0.283,-0.346,-0.143,-0.089,-0.296,0.259,0.774,-0.216
'0:01.250',0.979,2.074,1.096,-1.526,-0.059,1.585,-0.489,-0.268,-0.338,-0.148,-0.104,-0.31,0.246,0.765,-0.222
'0:01.251',0.961,2.06,1.1,-1.51,-0.07,1.581,-0.467,-0.234,-0.32,-0.143,-0.113,-0.322,0.237,0.759,-0.234
'0:01.252',0.936,2.043,1.107,-1.49,-0.086,1.575,-0.433,-0.195,-0.303,-0.142,-0.13,-0.34,0.218,0.76,-0.251
'0:01.253',0.934,2.033,1.099,-1.484,-0.083,1.566,-0.391,-0.153,-0.284,-0.141,-0.15,-0.362,0.201,0.746,-0.269
'0:01.254',0.932,2.026,1.095,-1.48,-0.082,1.561,-0.353,-0.11,-0.264,-0.14,-0.166,-0.381,0.191,0.739,-0.295
'0:01.255',0.929,2.027,1.099,-1.478,-0.086,1.563,-0.315,-0.053,-0.222,-0.125,-0.175,-0.394,0.181,0.745,-0.327
'0:01.256',0.924,2.03,1.105,-1.477,-0.091,1.567,-0.27,0.01,-0.169,-0.102,-0.182,-0.41,0.172,0.744,-0.359
'0:01.257',0.908,2.028,1.12,-1.468,-0.106,1.574,-0.232,0.059,-0.126,-0.079,-0.182,-0.415,0.165,0.741,-0.388
'0:01.258',0.923,2.038,1.116,-1.482,-0.097,1.577,-0.215,0.098,-0.087,-0.045,-0.167,-0.406,0.177,0.746,-0.407
'0:01.259',0.938,2.051,1.113,-1.495,-0.088,1.583,-0.196,0.133,-0.056,-0.021,-0.155,-0.404,0.189,0.755,-0.423
'0:01.260',0.93,2.056,1.125,-1.494,-0.098,1.591,-0.155,0.181,-0.021,0.004,-0.145,-0.403,0.191,0.763,-0.445
'0:01.261',0.922,2.062,1.139,-1.492,-0.108,1.601,-0.115,0.223,0.011,0.026,-0.142,-0.407,0.187,0.77,-0.467
'0:01.262',0.914,2.062,1.149,-1.489,-0.117,1.605,-0.099,0.251,0.038,0.049,-0.138,-0.409,0.189,0.771,-0.485
'0:01.263',0.919,2.068,1.149,-1.494,-0.115,1.609,-0.092,0.28,0.07,0.081,-0.117,-0.4,0.203,0.776,-0.505
'0:01.264',0.935,2.084,1.149,-1.51,-0.107,1.617,-0.089,0.293,0.098,0.115,-0.091,-0.385,0.22,0.788,-0.523
'0:01.265',0.947,2.109,1.163,-1.528,-0.108,1.636,-0.104,0.291,0.127,0.155,-0.057,-0.361,0.244,0.804,-0.529
'0:01.266',0.963,2.143,1.181,-1.554,-0.109,1.662,-0.135,0.269,0.148,0.192,-0.021,-0.336,0.272,0.824,-0.532
'0:01.267',0.996,2.172,1.177,-1.584,-0.091,1.675,-0.169,0.245,0.17,0.226,0.022,-0.301,0.31,0.842,-0.531
'0:01.268',1.037,2.195,1.158,-1.616,-0.06,1.677,-0.21,0.214,0.191,0.272,0.079,-0.254,0.362,0.854,-0.524
'0:01.269',1.071,2.225,1.154,-1.648,-0.042,1.69,-0.265,0.146,0.194,0.316,0.142,-0.2,0.413,0.871,-0.516
'0:01.270',1.119,2.272,1.155,-1.696,-0.018,1.714,-0.344,0.042,0.176,0.353,0.216,-0.135,0.474,0.9,-0.496
'0:01.271',1.161,2.316,1.155,-1.738,0.003,1.736,-0.43,-0.046,0.17,0.405,0.293,-0.068,0.539,0.926,-0.474
'0:01.272',1.198,2.35,1.153,-1.774,0.023,1.752,-0.507,-0.118,0.168,0.448,0.364,-0.005,0.602,0.947,-0.456
'0:01.273',1.256,2.374,1.119,-1.815,0.068,1.748,-0.615,-0.22,0.13,0.474,0.433,0.06,0.673,0.957,-0.412
'0:01.274',1.304,2.39,1.087,-1.847,0.108,1.739,-0.711,-0.325,0.091,0.501,0.51,0.133,0.746,0.962,-0.367
'0:01.275',1.348,2.41,1.062,-1.879,0.142,1.736,-0.79,-0.439,0.051,0.522,0.581,0.198,0.812,0.968,-0.328
'0:01.276',1.388,2.425,1.038,-1.907,0.175,1.732,-0.871,-0.528,0.027,0.558,0.653,0.26,0.875,0.972,-0.293
'0:01.277',1.427,2.443,1.016,-1.936,0.206,1.73,-0.944,-0.594,0.029,0.615,0.741,0.333,0.947,0.981,-0.268
'0:01.278',1.474,2.459,0.985,-1.968,0.245,1.722,-1.04,-0.682,0.013,0.663,0.828,0.41,1.026,0.984,-0.223
'0:01.279',1.515,2.462,0.947,-1.989,0.284,1.704,-1.136,-0.775,-0.016,0.693,0.89,0.468,1.084,0.98,-0.174
'0:01.280',1.566,2.478,0.912,-2.022,0.327,1.695,-1.238,-0.866,-0.053,0.711,0.944,0.521,1.139,0.985,-0.117
'0:01.281',1.618,2.514,0.896,-2.067,0.361,1.705,-1.319,-0.927,-0.075,0.74,1.015,0.593,1.2,1,-0.073
'0:01.282',1.643,2.542,0.898,-2.093,0.372,1.72,-1.394,-1.028,-0.149,0.721,1.058,0.644,1.236,1.018,-0.026
'0:01.283',1.665,2.557,0.891,-2.111,0.387,1.724,-1.49,-1.162,-0.255,0.683,1.087,0.686,1.27,1.026,0.035
'0:01.284',1.69,2.592,0.902,-2.142,0.394,1.748,-1.565,-1.267,-0.314,0.691,1.143,0.743,1.315,1.055,0.074
'0:01.285',1.704,2.651,0.948,-2.178,0.379,1.8,-1.645,-1.376,-0.365,0.708,1.195,0.795,1.353,1.109,0.108
'0:01.286',1.708,2.683,0.975,-2.196,0.367,1.829,-1.722,-1.46,-0.406,0.722,1.24,0.838,1.391,1.132,0.144
'0:01.287',1.706,2.701,0.996,-2.204,0.355,1.849,-1.786,-1.542,-0.445,0.735,1.28,0.878,1.419,1.152,0.183
'0:01.288',1.704,2.723,1.019,-2.214,0.343,1.871,-1.848,-1.642,-0.498,0.736,1.315,0.912,1.441,1.178,0.222
'0:01.289',1.695,2.747,1.052,-2.221,0.322,1.899,-1.893,-1.712,-0.53,0.734,1.34,0.942,1.458,1.204,0.254
'0:01.290',1.673,2.784,1.111,-2.229,0.281,1.948,-1.917,-1.736,-0.524,0.748,1.357,0.962,1.466,1.246,0.268
'0:01.291',1.658,2.791,1.133,-2.224,0.263,1.962,-1.929,-1.722,-0.51,0.753,1.363,0.976,1.474,1.252,0.278
